ReviewID,Username,ReviewText,Likes
339,@navaneethcb1951,how to get the santas surprise gifts where i wants it to be ?,0
340,@johnking07,"That's really cool, can't wait to use the cookie",2
341,@taufiqahmed34,Waiting for your new best bases for every th levels video,1
342,@RosalyCambe,Is the event starting right now judo sloth?,0
343,@zDxmonYT,"As always, thanks for the tips ",1
344,@w4k3r842,What about snow??,1
345,@noobboys3631,When event started,0
346,@King_Vangelis,Royal champion is my favorite hero. So electro boots do aura damage and heal her. I know what my objective for the event is,0
347,@thedarkness8984,When the event will begin 🥲,0
348,@Wahid_junaidi,"Judo why can’t we use another way for purchasing anything in the supercell store other than card payments, I do buy Gold pass sceneries and much more but, I want to buy these form The store but there is no option to buy other than card.",0
349,@MadaraUchiha-nk8tc,Supercell will reduce its damage afterwards remember my comment judoit will be surely,1
350,@truthaboutworld4490,Why no gem events now,0
351,@Reversely,How much event currency do you get in without buying the event pass? For F2P Players.,1
352,@MadMint2,You use the santa surprize spell cuz its meta.I use the santa surprize spell for the special obsticle.Were not the same.,0
353,@m.s.899,"clan war league shop should also offer ""book of  everything"" 5:07",3
354,@adamlangdon8781,The electro boots can be a life saver when it comes to skeleton traps as if you don’t have splash she can die whilst trying to kill them all also think it would pair well with maybe hog rider puppet or haste vial as it would allow her to deal more damage and destroy buildings faster,15
355,@Joy.Elizabeth,Thanks Judo! I was looking for ur video to see if supercell was going to bring back enough medals to get even 1 obstacle.  I've been playing for over 10 years n am th17 but just been frustrated with how they keep nerfing ftp players. Esp w events like these. Could you maybe pass along player frustration in not giving us enough medals to get  even 1 obstacle(with the equipment)? they used to give enough for 2 then 1 n now none. it's only 400 extra medals and would go a long way I feel. Either way I really appreciate your videos n always share your channel w my clan. hope you have a Merry Christmas! ,0
356,@maximus7491,Snow ️ Snow ️ Snow ️ ️????????????????????????,1
357,@maximus7491,Snow ️ Snow ️ Snow ️ ️????????????????????????,1
358,@ronakiscool,yo bro Can u gift me a event pass its my birthday and its too expensive for me cause i live in nepal,0
359,@ronakiscool,Judo i love your videos and pls say clash of clans to make the game less pay to win,0
360,@NirajKarki2058,yea now i can grab spiky ball,0
361,@Red-mg1nm,4:20 ain't no way,11
362,@A_G_80085,IT'S OVER 9000!!!!!!!,0
363,@Saikou404,Fireball or boots?,0
364,@jamesw3413,I'm glad the decorations are kinda ugly this time around so I don't feel guity about buying the new equipment,1
365,@vamshikrishna8872,Are we getting any practice mode from  TH 14  to 17,0
366,@sagnikpal2796,Missing the snow around the base ,1
367,@oriharaizay4,RC: Finally skeleton traps are no longer my biggest annoying enemy,0
368,@thebigcheeze6797,How long until this comes out,0
369,@demonic95god,I am in th10 which Epic equipment I buy new electro boots our Fireball our giant  gauntlet which one help me and which one is perfect for me because of Royal champion is a far away from me,0
370,@b3a5t001,Always fun to see the new content. This event seems to be quiet facinating with the ability to buy missed equipment. Ill sure get the frozen arrow for my second account,39
371,@oriharaizay4,"RC to skeleton trap: Finally, its my turn!",0
372,@nood1le,The boots had been leaked months and they're barely adding them damn,0
373,@LEGEND-zn8zo,Guyz i have started recently means i am th15 and have no epic equipment which should i get will be best for me??? Plz suggest,0
374,@gameinghunter9192,nice viedo keep up the good work,0
375,@ravichandrasekhar5066,Fireball or this boot which better i want to buy one of it ,1
376,@SumantaDasA,Ay I really wanted the rocket spear,0
377,@zeo4125,"missed a great opportunity ""ITS OVER 10,000!!!!!!!!!""",0
378,@IVixzu,"Only thing I wish for is more ores, because getting all these new equipments while barely maxing a few originals hurts a lot",0
379,@ghishinggaming697,Finally you are back,0
380,@markykun6817,I hope they will bring the snow in home village,1
381,@zeqi,Cookie can one shot and isnt very squishy ,0
382,@Rustyvoil27,I miss electro titan,0
383,@christianchan7475,no warden legendary and royal champion legendary for the december ?,0
384,@zeqi,Time to collect all them cogs!,0
385,@sheikhsparrow777,I miss the time when event troops give us 250 gem to 500gem,0
386,@lucarioinfamous,"Man, that self healing would’ve gotten me a 3 star during this past War League. I misplaced a Heal on my Champion by 1 tile while she was poisoned and it was just enough to take her out while she was stuck in the Tornado Trap",7
387,@Rockiyuiqiqi,Someone please suggest mirror queen or freeze spell?,0
388,@DevKumar-bi2ld,At 11:39 seeing grand warden without beard is pretty nostalgic,10
389,@namishjain9238,we used to get 1560 bonus medals for 32k extra pointswhy has supercell reduced it to 650 these days?,0
390,@djtmgaming2068,The only thing I hate is that an event that needed or has to be paid WTH,0
391,@vulee100,Will the magic mirror be in the shop?,0
392,@Kqlisa,"Will you make an update for the best bases for every th video, Judo?",1
393,@prakhar5712,So judo I'm f2p player and recently started playing game  so I didn't have much equipment only giant gaunlet frozen arrow and magic mirror So what will I do purchase previous one or use medals to have new one I personally use dragons for attack,0
394,@nathanial8249,"A C.O.O.K.I.E blimp would have been crazy, sad that it can’t go in the cc",1
395,@pptoni064,7:27 Its over NINE THOUSAND!!!!,0
396,@silmi007,Judo when's the new 'best bases for each th' coming?,2
397,@g.hariprasth11arts,fire ball,0
398,@TheDinche,The best content creator‍,0
399,@mylor1066,Adverts. The lack of these was a real bonus before.,1
400,@alexandernootens3873,Will the cookie barbarian skin return ?,0
401,@SD_Ahmar7575,I'm on th 11 should I get electro boots or not,0
402,@TheContentShow2002,Thanks for the video judo ,0
403,@someonototalyfromthisworld,Freakin cookie pekka is back everyone under th8 gonna spam that troop again,0
404,@Minrcraft0baby0turtle,Use code PEAR in the fortnite item shop,0
405,@pratibhajoshi8132, cogs ?,0
406,@ramyray1850,Nice you uploaded a new video . I'm really like your videos and really need to see new series from like the f2P hopefully you will make something new soon,0
407,@timothyluu9509,"Bag of Frostmites not making a return is sad, but understandable",0
408,@TheSlayer6159,Oh it's gonna be fun this season,0
409,@RoyalScribeX,hasn't been an event skin for a while now. i keep saying i'll buy the pass for a new skin and they keep not dropping one... old equipment is nice tho,0
410,@BALASUBAS-TV,thank you judo ,0
411,@ПротасийШприц,How much medals u can get from gold pass event?,0
412,@_MOHAMMAD_Junaid_,It's feels to overpowered RC equipment,0
413,@TissoAsangho123,"Can we get the previous equipment like fireball, Giant Gauntlet and frozen arrow this time?",0
414,@tranphong9751,I just spent 4k5 gem on equipments…,0
415,@user51204,this equiment seems so lazy and boring. literally copy paste from the electro titan. great video anyway judo,0
416,@wackussbunguss,I think I found a new siege machine because if you look to the left corner of the new toy workshop scenery there seems to be a goblin playing with what looks like a wall wrecker but with a tesla on top and a spike/x-bow at the front,0
417,@Rafael_Bueno1,"Judo, ask Supercell to allow us to move the gifts left by the new spell plzzzz",0
418,@SpaceManW,Collecting what ? huh ? ,0
419,@mysterionmystery151,"Knowing that we can now get previously lost equipment from events, it kinda makes me wanna skip some equipment I don't think I'll ever use and instead spend all the medals on ore and magic items for progression.",4
420,@bolij650,"cmon SC, u also put 3100 for snow globe deco srsly?? Its just a ""deco"" with that expensive price. Damn it SC, hw come u cant make it lower to 1025 like clockwork choir? Cmon SC, its almost 2025.. why not change it?? Damn sc.. just damn!‍️",0
421,@Saitamanaruto,Can anyone tell which is best equipment to choose forzen arrow or electro boots for th14,0
422,@Raphieboy18,"Judo, I have a question. I have spiky ball yet to buy from the shop. Should i buy spiky ball from the event medals instead of the electro boots? Or is elctro boots more useful than spiky ball?",0
423,@vickypatel2103,I wil buy decoration ,0
424,@jur8405,When comes the video with 'bases for every town hall judo?,1
425,@balakay5084,Give us a clan capital update! Im tired of having to leave my clan and dump my gold,0
426,@yashdaundkar.2614,IS ALL EQUIPMENT ARE COMING IN TRADER SHOP BECAUSE I DONT HAVE MAGIC MIRRORPLZ ANSWER ME JUDO BOSSSSS,0
427,@DirtyDan0512,"I don’t have either equipment, which one would yall suggest me gettting the gauntlet frozen arrow or fireball",0
428,@weplayroblox5193,Judo I really love ur content and I have a question do u think the TH17 is truly worth it?,0
429,@accidentalgnius,"Wow what a deal, Catch up with the old equipment by sacrificing the new equipment ",0
430,@MuhammadMoazzam-r9b,Can anyone tell me that whether he is playing in devoleper mode to show this or not,0
431,@thyone3369,when are they gonna buff defenses  they just keep buffing attacking,0
432,@barnalisarkar3248,This is gonna to brake game in air spams specially with rocket spear and e boots ,0
433,@Dfunk561,Love that we can get the old equipment but god dang it they give you just short of what you would need to buy 3 pieces lol,3
434,@MusicTube_999,Pls req supercell to count eagle achievement as th 17 ,0
435,@Lakshmi-e8y, why they released the epic equipment what i already have ,0
436,@darkry7500,My feedback would be 1 equipment rotation for 3 or 4 months in the cwl shop at like 1200 or 1500 medals i guess would be nice,1
437,@PakistaniBritish.,"Judo, does santa spell damage Townhalls and storage??",1
438,@Mr.kosha12,Subscribe to him,0
439,@vaishakhrejaneesh123,"Can anyone help me over here?Im a town hall 11 player and i use e drags and lightning for attacks along with a stone slammer with an e drag and balloon as a clan castle troops. So im wondering which equipment i should purchase from the trader using the event medals. The giant gauntlet, frozen arrow or fireball because i use all three heoes for attacks.",0
440,@shionwucoc2011,Muy buen video ,0
441,@cocNub,0:25 I was like Collect what?!  ,281
442,@abdullah-00777,I'm gonna get the decorations,0
443,@__Kng,The great comeback of the legendary Santa's airstrike,0
444,@maslkiller7770,you cannot take 3 pieces of equipment but only 2,0
445,@harshalrathod3756,Are the epic equipments on shop exclusive for only this month or will they be available in every event pass from now on?,0
446,@LostudiodiPaul,Can you make a attack strategy video for these troops?,1
447,@Anonymously_117,"Can you go through the event track slower next time, much harder to see what we actually get.",0
448,@consolegamer4841,i am at th 12 i like the boots should i buy it from event coz i dont have royal champion unlocked yet,0
449,@NishantMahapure,Since i didnt do any purchases in this game and im on th 11. Then it is a jackpot for me to buy frozen arrow of queen  . Thanks for info in advance,0
450,@Mehedi0fficial,This is getting too repetitive. Give us some new limited-edition troops.,0
451,@Said0224,How many tokens can I collect with a golden ticket?,0
452,@clashtitan1487,Townhall 5 and below players ,0
453,@boyanivanov7466,"I don't know if you already knew this, but I want to tell you that if you are playing with the minion Prince of some of the maps of the cookie Crush or the cookie thing that… you know what I'm talking about. You can Go outside of the map. I mean  where the defense is the town hall and everything else is placed. You can go outside of it. You can just walk around the decorations in the map. I mean, I think you will understand what I'm talking about. In short words outside of the place where everything should be placed. maybe I should just say tap outside of the place where the things are pleased.Only whit the Minion Prince",0
454,@MusicTube_999,I maxed electro boots for clan war ,1
455,@lego69420,AHHHH,0
456,@Jaydenhan-x1g,My builder once said -“ bad news chief! I think you will Have to buy the event pass” ,63
457,@nileshpandey9087,"you need 50 more medals for 3 equipment, hope i get 150 extra like always",47
458,@allwynsjourney2225,Thx for this,0
459,@allwynsjourney2225,40 min ago and kinda early also 4th,0
460,@muhammadhashir5333,DUdee i just bought the fireball like 2 days ago :( (im a th 11) so now ill buy giant gaunlet,0
461,@anilkumarsah6061,"So if we get the 150 medals from creators. Then the total medals after purchasing the event pass will be 9400/- . So I will wait for 2 more such events so I can get all the spikey ball, mirror and spear thrower. Now that's value for money.",0
462,@dayspringtv3130,Amen I the only one that HATES the giant arrow? Yuck. Maybe so.,0
463,@JohnCena-mq3dt,"I am an f2p player i often used the rocket spear most of the times and now i need electro boots too but my equipments are at low level and i need ores also,too much confusion!",4
464,@Musterkartoffel,Royal champ charges with invis spells are crazy ,0
465,@InfinityBruh617,"I've got a question, in th 12 what do you think is a good attack strategy using the event troops? I mean i could just continue using normal troops but whats the fun in that... thanks for answering judo! also i just upgraded to th 12 so my army camps aren't upgraded yet if you like to see my base here it is LU2JQGLQ8",0
466,@Rikka_V1,Ice wizard and santa surprise are such og stuff. Santa surprise is almost 12 years old,3
467,@GoldRichness,"4:17 noe THIS is a good thing. Players who missed out on this gear will be able to get it, but they cant get all of them as a F2P. Oh well",0
468,@urbanlegend-mu5eo,Ow man i wished supercell had add spiky ball too in the event shop,0
469,@IronStar5611,can you please help me decide what to get the past epic equipment or the new one if you could make a video discussing this topic it will be very helpful,0
470,@A0xq1u6q1a,Bro thnx for helping us about this topic,0
471,@JustPotato123,I Knew It.,0
472,@talhatahsinyilmaz4425,I think this equipments best pairing is haste vial because haste vial usually struggles with akeleton but this equipment will allow haste vial to get more dps,0
473,@hdghuddh8201,The goat is usuall ,0
474,@MaxItAllNoww,"I feel like there too many events, I mean kinda need a break.",0
475,@ugn6196,Cookie damage over 9000 ???,0
476,@Jaydenhan-x1g,Massive request Mr. Judo I think we might need a new base or strategy video🥺,3
477,@princeduke9611,as a f2p plaeyr i have myself only magicmiror im th12 what epic equipment should i get the boots gautlet or fireball?,0
478,@zxmn076,Where is the Bag of Frostmites? ,0
479,@ChandanaPerera-rj7xi,Cookies are powerful troops  clash of clans ,0
480,@DraftyDaftyHubertOHare,"Ice Wiz is back, nice!",0
481,@T2FEAR,Is the electro boots worth it if i already run haste and hogs at lvl 8 and 12 respectively?,0
482,@mihai6017,Seem fair to use code: JUDO,0
483,@mcqueen4732,I’m getting that boot 🥾 and I will pair it up with haste vile,0
484,@larilgeorge6550,Oh wow. The boots are op,0
485,@vignesh.75,"Clash royale: Ram rider, cookie, ice wizard ️",0
486,@omkarsawant4749,In cracked version of coc I have already used this peace of equipment it was there form decades ,0
487,@matteodebaere9808,AAAH DO I CHOOSE THE GIANT GAULET OR ELECTRO BOOTS I DONT KNOWWWW,0
488,@Leaderpunk,Clash of Clans is getting worse every day Supercell can't really manage Clash of Clans properly️,1
489,@Leaderpunk,‼️⁉️Clash of Clans is getting worse every day Supercell can't really manage Clash of Clans properly️‼️,0
490,@chaseperri9849,This game fell off so hard,0
491,@bavarianwolf3806,hihi he said cogs :-D,1
492,@niallll,"it's so funny, nothing can be exclusive with supercell....skins, hero equipment always has to be re-released at some point. so lame in my opinion, would be way cooler if stuff like skins and hero equipment, capital hall building skins were exclusive to certain events and won't ever be re-released again, would make it way more special.",0
493,@omerafif6830,Guys which better feozen arrow or the new equemnt??,0
494,@janiyanitushar9140,5:48 ,0
495,@gurnaiksinghprabh8634,I prefer equipment that I miss because I am th13 and I am using minion prince in exchange of rc so I buy this equipment or old,0
496,@АлексГеоргиев-щ1ч,"next video: i am geming the electro boots to the max level and then attacking in the war... btw titan boobts sounds more EPIC, if you get me",0
497,@hrisikeshtripathy218,will there be rocket spear in the event?,0
498,@grindmaster32,3:58 memorizing the gold pass tune is such a flex. I could never ,171
499,@Ligma_Fork,"Judo, u encouraged me to try clash of clans  thanks man",4
500,@laksana4785,"everything i go,i see gogo muffin ad",0
501,@aswinbabu1213,Will the electric boots be helpful in electro titan smash attack?,0
502,@Dilshod-wb1mj,I have alredy taken of all of them,0
503,@HENRY-ix1ry,7:26 Its OVER 9000!!!!!,14
504,@Pawel_215,"12:38 i am loyal to rr, i wont be abandoning it any time soon. U all gonna come back to it/ back on ground on th17 part2 update when ground gets new levels",0
505,@manikantareddy3766,Who knows new equipment already from a nutshell,0
506,@KAI_RAY_X,,0
507,@kaamini_shukla453,Giant gauntlet or frozen arrow??,0
508,@panerific2626,"If I have old equipment, can the choices be replaced with equipment that I don't have yet?",0
509,@XanderReonal,This was the update last year ,0
510,@SuyashShinde-u4o,This time i am definitely not first!,0
511,@adhityaac7575,Should I buy this boot for rc or fireball... suggest me the worthy one,0
512,@caliose412,the fact that they give only 9250 event medals not letting u get 3 equipments is evil,1
513,@Sandithnadawa,Judo i missed  the rocket spearNew equipment or rocket spearWhat do you recommend,5
514,@rqz519,will the rocket spear be available if i got everything else,0
515,@Jayakumar_rs,Another useless event,0
516,@jawad_fluffy1891,Hello @Judo . can you make best bases every Th plz. i want to best base and thank you for visit me,0
517,@Cravytheplayer,Judo when will we a new equipment for the minion prince?,3
518,@loukikavasare10,This guy teaches coc about new events hehehe,0
519,@crazygamer-rex,Judo i have not unlocked rc which item i should buy,0
520,@kingofthrash3438,Cannot get both decorations as a F2P player,3
521,@camdenmacleod16,"why would I even use something besides the c.o.o.k.i.e at 10,000 dps ",0
522,@LolKa-u7k,"Told ya, The power is just the aura of titan",15
523,@nithilatennakoon7578,Been waiting for this,1
524,@jarimabeekelaar7479,Under 30 mins gang,0
525,@theapplepig2656,"Christmas still hasnt come, but judo out here blessing us ",0
526,@kitsch03,"as much as i love epic equipment, getting starry ore is depressing as you can only get a few from Clan wars or CWL pretty much",2
527,@pamanthanos9742,pekka cookies raid again yeaahh,1
528,@cyanboigd,4:17 I really hope that in future events it'll be possible for f2p players like me to obtain 2 pieces of equipment in the same event since this really is just impossible at the moment for us unless we spend some money to buy the event pass,13
529,@suhailgamer6503,Electro boot worth ????,0
530,@ErionZenoyd,"With the new electro boots means that the hybrld style army would be slightly more powerful if you send the RC with the main push. Wether you used the hogs, miner, or combination of the two we would see where the meta is going",59
531,@rizackuthman4414,I miss Rocket  spear,0
532,@TheRealHustee_0_0,I'm So Exicted for This Event,0
533,@VideoClips-s5k,12 min and only 17k views? Judo is dying ,0
534,@Mr.SaikatD,Again... either equipment or decorations ,0
535,@andybrown3302,So purchasing the event pass is going to mean you can purchase 2 epic pieces of equipment if you missed one of the previous pieces,2
536,@isaacimrie5600,Incredible that supercell reacted to the feedback about past equipment. It really gives me hope for the longevity of this game,586
537,@Genesisblue97,copypast event againe im not complaining :D,0
538,@one4jacks205,17 minutes ago. thank goodness im not too late,0
539,@rajarshinathbanerjee,Electro boots were leaked from the game files before and didn't change. But why the hell did they change the warden's leaked heroic torch for the lavaloon puppet which is the worst equipment all heroes taken into consideration. Warden torch truly felt as an epic warden equipment unlike fireball which isn't as versatile as the warden common equipments.,0
540,@SAHIBFF-q3m,"Thanks for info our king, keep it up",1
541,@CarnageGameYT,definitely getting the electro boots!!! self healing equipments are always my favourite pieces,290
542,@kocv-637,Yay another epic equipment that cost an arm and a leg and when you max it it gets nerfed ,0
543,@mr.pluisjes8080,Is it possible to destroy the th with full santa surprise spells and then destroy the rest of the buildings with damage equipments like spiky ball and fireball,0
544,@Stewie_griffin_the_original,"I'm sorry, Judo, but this type of event is getting old and isn't fun anymore We need our creators to convince supercell to change this",1
545,@Crayashner123,Wow how are the f2p supposed to catch up if you are still gonna get only 1 euipment every event? Disappointing.,77
546,@spynix0718,"The electro boots might actually work really well with the Hog Puppet, or even the Haste Vial. I think that the best two though will be the rocket spear or the Hog Puppet.",4
547,@lordtea,0:51 what is balance ,4
548,@laarkientje6543,Ice wizard is still useless haha,0
549,@Zone_22-zZ,I think judo his a developer because always upload videos first before start event hahahah,0
550,@mrawesomeness5749,Good to see you Judo ,141
551,@JustDevinHere,"Judo you posted this a day early and now I have to watch it, but I wanted to try the event a little bit before I saw you just complete it for me.",6
552,@vireshjain4618,Can I take the TH with the Santa Spell Judo?? Make a Short please,0
553,@mrrobaczek6745,Good they didn't change the equipment like heroic torch,5
554,@Felix5k,"Great new equipment, definitely meta",0
555,@meenarani3609,F2P willAlso get 9000 medlas,1
556,@TheRealCloudyGaming,Four views in 33 seconds bro fell off ,1
557,@supergrass2653,No Decoration on the premium ayee?,0
558,@ANONYMOUS-608,Now i can get the nuke,0
559,@User_MrUnknown,C.O.O.K.I.E Fans ️,0
560,@Iammyself1,Yayy,0
561,@DanielBasuski,Thank you judo slouth,0
562,@haryar8564,Im going for decoration ,0
563,@leafwebb,Judo you are late today itzu posted 2 minutes before ,0
564,@PREDAKING-111,Again No skin in trader shop ,2
565,@firewarriors2874,Tamilnadu la yarulam coc play panringa,3
566,@niteshthapa5285,This is awesome judo,1
567,@Somil.Sarthak-k9k,love from india give me heart,0
568,@rubenlohata5263,i love with every temporary troop event there's always that one who one shots everything,54
569,@cingno4766,4:17 i'm gonna buy the fireball,12
570,@SimaKhatoon-jt2cm,I am at townhall 10 what equipment should I buy for my heroes?King:Gaint GauntletOrQueen:Frozen ArrowOrMinion Prince:Nothing,0
571,@TheBossOfAllCardBoard,7 minutes...like fresh out of the oven...get it?,0
572,@lionalmessigician9149,Finally a worthy equipment the grand warden equipment is the biggest piece of dog ,0
573,@anupsaini7587,Thanks judo 🥋,5
574,@azteyacount3473,"is it worth to buy the premium pass for 3 epic equipment (fireball, frozen arrow, and the electro boots) ? I already have the giant gauntlet",3
575,@none6986,Rip f2p,1
576,@Shinelessfire,Ty for the guide judo! This reminds me of the party wizards haha... makes me realize how old am I now...,42
577,@0_0ba,The ram rider troop is interesting in clash of clans more than in clash royale in this clash of clans event,5
578,@TheDinche,"hi Judo i love the videos i don't have any epic equipment for RC , i have almost maxed Magic mirror so should i get frozen arrow or new E boots? What do you suggest?",5
579,@sicko31-IQ,less than 8min gang,1
580,@Uhwhqhwg,Which equipment should I buy I’m  town hall 12,0
581,@aldijakaria2422,gg,0
582,@GalaxiesLC_,Awesome event,0
583,@lionalmessigician9149,Bro is the spiky ball available in event trader??,2
584,@principalmdabdurrazzaque3353,We like judo beacause he replyed and loved our comment so we love him very much..please kepping this for a long time so we will appreciate.. Thanks judo,1
585,@Johhanahhall,The electro boots are pretty much a e titan electrical field but better,0
586,@primebot2643,4:18 Is there any limit of buying the earlier equipment's or not,0
587,@none6986,You told us we are getting some new method of obtaining old equipments and this is it. I am disappointed,9
588,@ganeshkumar0306,Since when tf Goblin started taking English,0
589,@ClashwithZoro_1,Always give the info easily understandable and in a fun way. Thx Judo.,6
590,@WizardAmbrose,"Finally the Ice Wizard is back, it was so fun using it previously. This event seems fun.",47
591,@harishgunasekera,Noice,0
592,@kadirpvp6174,Rip main village scenery updates last year was the last time they added the Halloween and Christmas event but now it’s just nothing,0
593,@knightaxolotl,Time to go no brainer and spam C.O.O.K.I.E. on attack >:D,0
594,@ranjanpatel464,I have been waiting for the electro boots since long. Now i can get rid of the skellies from the skeleton traps,1
595,@Specialshark,Ram rider is hereWe are so back,0
596,@ahmadzadeh5593,I have the epic piece two months ago,0
597,@YaelTwentysixofficial0526,Early,0
598,@Lbr522,Xiki,0
599,@DaRk-YaGaMi,"Great information, i can finally spend my ores on something decent",5
600,@lynnhtet07,They should add a equipment that give 4x damage to the wall my queen really need it,129
601,@thajulhamid1080,"Everyone commenting first, but the real ""first"" is Judo himself",0
602,@Saksham_Shahu,Judo one time supercell has said that they will release a new super troop every year but this year we haven't seen a super troop yet.,1447
603,@coolkids45678,1,0
604,@akhileshtambat9551,"Was waiting for this video since the start of December, thanks for being on time judo .",0
605,@akhileshtambat9551,"Was waiting for this video since the start of December, thanks for being on time judo .",37
606,@ameenahsan4258,19th viewer,0
607,@iToxE_Edit,W judo,0
608,@CLAN....2M,Waa,0
609,@Boss-xl1fo,I will buy new equipment,0
610,@shaziashaikh1013,Under 1 minute gang,0
611,@LilaRoy-sn2qz,12th,0
612,@Hahaha-c8i,Yahooo new video,0
613,@jacksonnee1350,Saw this in the first minute,0
614,@user-yc9se7gf1v,A new video from Judo (me too),0
615,@Random-DudE-t1t,Great,0
616,@ShreyashMisal_1,Very helpful always. Thanks . Watching since 3 years and learning many things ,0
617,@dareymartinez8059,Im excited for some jolly good ol presents and troops!,1
618,@VijaySapkota3145,Hello judo I am Ur fan from Nepal,0
619,@azwanisabdosamad908,Naiz.,0
620,@shaziashaikh1013,5,0
621,@YashGupta-gu8rv,First,0
622,@mr.unknown1133,Y’all thought it was gonna be the kings snakes huh? ,1
623,@vasimraj4888,first like,0
624,@jacobsimoninielsen8895,Love to see 4 views but 61 likes! Judo just on another lvl of likes,0
625,@Ins.c-e5l,I like the ice wizard,0
626,@Virus.6766,First comment here;),0
627,@rahul-141,First,0
628,@Ali-o9g4b,Your videos are so entertaining to a degree that made me return grinding the game ! ,5
629,@JudoSloth,"Thanks to Go-Go Muffin for sponsoring today’s video - check out the game for free on Android and IOS here https://muffin.xdg.com/media?fuid=objudosloth #adWill you get the Electro Boots or some of the older Equipment available with the Event? It is great to see this as a new way for players that missed previous events to get equipment, but I would like to see more done as I discussed in the video.",121
630,@williamho209,First here,0
631,@3nf1playzyt32,Hi from ph ,0
632,@rhidheemansinghrhisi7743,First,0
633,@AdarshDineshHegde,Event hasn't even started and man has already uploaded this video ,70
634,@MatthiasLu-w3o,Not first,0
635,@reinisglv6406,Hi Judo,0
636,@godwingaming2432,Big fannn brooo ,0
637,@Virus.6766,Yo judo!,0
638,@major_alloy,Early,0
639,@Hindu_Warrior929,Wow ,0
640,@markveras4752,First,0
641,@BlackScorpion-d1s,first,0
642,@mohammedalmezel151,,0
643,@iamajoker,1st like!!!,0
644,@Abdallah_67,,0
645,@halamadrid680,1st,0
646,@noob3_gamer842,Hell yeah,0
647,@sarthak17s,1 st,0
648,@ChocoSticks16,EARLY,0
649,@Zorojuro-v8,Nicee,0
650,@deiniellvino,.,0
651,@yahya_jehad,First ,0
